id,Country,Namespace,Reporting year,Network,Network name,Measurement station,Station EoI code,Measurement station name,Sampling point,Used for AQD,Data aggregation process,Data reporting metric,Objective type,Protection target,Air pollutant,Air pollution level,Exceedance threshold,Unit,Data coverage [%],Data verification,Type of station,Area of station,Latitude of station,Longitude of station,Zone code,Zone description,Type of zone
2014#Romania.SO2.P1Y.CL.SPO-RO0155A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0155A,RO0155A,"HD-2",SPO-RO0155A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,10.59,20,ug.m-3,71.68,Verified,Industrial,Urban,45.895504,22.899347,RO42399,Hunedoara,Non-agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0155A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0155A,RO0155A,"HD-2",SPO-RO0155A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,14.96,,ug.m-3,94.52,Verified,Industrial,Urban,45.895504,22.899347,RO42399,Hunedoara,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0155A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0155A,RO0155A,"HD-2",SPO-RO0155A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,34.52,50,ug.m-3,94.52,Verified,Industrial,Urban,45.895504,22.899347,RO42399,Hunedoara,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0155A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0155A,RO0155A,"HD-2",SPO-RO0155A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,86.26,Verified,Industrial,Urban,45.895504,22.899347,,,
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0155A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0155A,RO0155A,"HD-2",SPO-RO0155A_00008_100,NO,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,86.26,Verified,Industrial,Urban,45.895504,22.899347,,,
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0155A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0155A,RO0155A,"HD-2",SPO-RO0155A_00008_100,NO,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,86.26,Verified,Industrial,Urban,45.895504,22.899347,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0157A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0157A,RO0157A,"HD-4",SPO-RO0157A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,89.19,Verified,Industrial,Urban,45.734566,22.991819,RO42399,Hunedoara,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0157A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0157A,RO0157A,"HD-4",SPO-RO0157A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,96.44,Verified,Industrial,Urban,45.734566,22.991819,RO42399,Hunedoara,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0161A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0161A,RO0161A,"MM-1",SPO-RO0161A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,5.59,20,ug.m-3,64.51,Verified,Traffic,Urban,47.652035,23.554808,RO11401,Baia Mare,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0161A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0161A,RO0161A,"MM-1",SPO-RO0161A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,20.26,,ug.m-3,67.12,Verified,Traffic,Urban,47.652035,23.554808,RO11401,Baia Mare,Agglomeration
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0161A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0161A,RO0161A,"MM-1",SPO-RO0161A_00008_100,YES,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,63.74,Verified,Traffic,Urban,47.652035,23.554808,RO11401,Baia Mare,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0161A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0161A,RO0161A,"MM-1",SPO-RO0161A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,63.74,Verified,Traffic,Urban,47.652035,23.554808,RO11401,Baia Mare,Agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0162A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0162A,RO0162A,"MM-2",SPO-RO0162A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,90.59,Verified,Background,Urban,47.65199,23.57049,RO11401,Baia Mare,Agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0162A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0162A,RO0162A,"MM-2",SPO-RO0162A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,15.52,,ug.m-3,90.75,Verified,Background,Urban,47.65199,23.57049,RO11401,Baia Mare,Agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0162A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0162A,RO0162A,"MM-2",SPO-RO0162A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,27.18,30,ugNO2.m-3,90.75,Verified,Background,Urban,47.65199,23.57049,,,
2014#Romania.SO2.P1Y.CL.SPO-RO0163A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0163A,RO0163A,"MM-3",SPO-RO0163A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,6.04,20,ug.m-3,87.02,Verified,Background,Suburban,47.751308,23.605289,RO11401,Baia Mare,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0163A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0163A,RO0163A,"MM-3",SPO-RO0163A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,27.02,,ug.m-3,94.79,Verified,Background,Suburban,47.751308,23.605289,RO11401,Baia Mare,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0163A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0163A,RO0163A,"MM-3",SPO-RO0163A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,49.3,50,ug.m-3,94.79,Verified,Background,Suburban,47.751308,23.605289,RO11401,Baia Mare,Agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0163A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0163A,RO0163A,"MM-3",SPO-RO0163A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,92.02,Verified,Background,Suburban,47.751308,23.605289,RO11401,Baia Mare,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0163A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0163A,RO0163A,"MM-3",SPO-RO0163A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,92.02,Verified,Background,Suburban,47.751308,23.605289,RO11401,Baia Mare,Agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0163A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO042A,"Maramures_RNMCA",STA-RO0163A,RO0163A,"MM-3",SPO-RO0163A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,93.97,Verified,Background,Suburban,47.751308,23.605289,RO11401,Baia Mare,Agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0166A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO043A,"Mehedinti_RNMCA",STA-RO0166A,RO0166A,"MH-1",SPO-RO0166A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,23.58,40,ug.m-3,59.45,Verified,Industrial,Urban,44.627495,22.694174,,,
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0166A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO043A,"Mehedinti_RNMCA",STA-RO0166A,RO0166A,"MH-1",SPO-RO0166A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,69.32,Verified,Industrial,Urban,44.627495,22.694174,RO41399,Mehedinti,Non-agglomeration
2014#Romania.PM2.5.P1Y.TV.SPO-RO0166A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO043A,"Mehedinti_RNMCA",STA-RO0166A,RO0166A,"MH-1",SPO-RO0166A_06001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,PM2.5,19.84,25,ug.m-3,67.4,Verified,Industrial,Urban,44.627495,22.694174,,,
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0168A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO044A,"Mures_RNMCA",STA-RO0168A,RO0168A,"MS-2",SPO-RO0168A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,92.6,Verified,Industrial,Urban,46.533356,24.533613,RO12599,Mures,Non-agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0171A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO045A,"Neamt_RNMCA",STA-RO0171A,RO0171A,"NT-1",SPO-RO0171A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,23.83,,ug.m-3,83.29,Verified,Background,Urban,46.929996,26.390005,RO21499,Neamt,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0171A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO045A,"Neamt_RNMCA",STA-RO0171A,RO0171A,"NT-1",SPO-RO0171A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,91.8,Verified,Background,Urban,46.929996,26.390005,RO21499,Neamt,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0171A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO045A,"Neamt_RNMCA",STA-RO0171A,RO0171A,"NT-1",SPO-RO0171A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,91.23,Verified,Background,Urban,46.929996,26.390005,RO21499,Neamt,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0172A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO045A,"Neamt_RNMCA",STA-RO0172A,RO0172A,"NT-2",SPO-RO0172A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,89.78,Verified,Industrial,Urban,46.950283,26.920002,RO21499,Neamt,Non-agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0174A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO046A,"Olt_RNMCA",STA-RO0174A,RO0174A,"OT-1",SPO-RO0174A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,93.41,Verified,Industrial,Urban,44.429447,24.351112,RO41499,Olt,Non-agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0174A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO046A,"Olt_RNMCA",STA-RO0174A,RO0174A,"OT-1",SPO-RO0174A_00005_100,YES,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,9,50,count,82.74,Verified,Industrial,Urban,44.429447,24.351112,RO41499,Olt,Non-agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0174A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO046A,"Olt_RNMCA",STA-RO0174A,RO0174A,"OT-1",SPO-RO0174A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,7.46,,ug.m-3,94.98,Verified,Industrial,Urban,44.429447,24.351112,RO41499,Olt,Non-agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0174A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO046A,"Olt_RNMCA",STA-RO0174A,RO0174A,"OT-1",SPO-RO0174A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,91.23,Verified,Industrial,Urban,44.429447,24.351112,RO41499,Olt,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0175A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0175A,RO0175A,"PH-1",SPO-RO0175A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,11.21,20,ug.m-3,98.52,Verified,Traffic,Urban,44.941032,25.998533,RO31601,Ploiesti,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0175A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0175A,RO0175A,"PH-1",SPO-RO0175A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,27.11,,ug.m-3,89.04,Verified,Traffic,Urban,44.941032,25.998533,RO31601,Ploiesti,Agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0176A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0176A,RO0176A,"PH-2",SPO-RO0176A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,96.32,Verified,Background,Urban,44.939201,26.025902,RO31601,Ploiesti,Agglomeration
2014#Romania.C6H6.P1Y.LV.SPO-RO0176A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0176A,RO0176A,"PH-2",SPO-RO0176A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,1.64,5,ug.m-3,93.71,Verified,Background,Urban,44.939201,26.025902,RO31601,Ploiesti,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0177A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0177A,RO0177A,"PH-3",SPO-RO0177A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,28.96,,ug.m-3,63.56,Verified,Background,Suburban,44.984646,26.018019,RO31699,Prahova,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0177A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0177A,RO0177A,"PH-3",SPO-RO0177A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,47.43,50,ug.m-3,63.56,Verified,Background,Suburban,44.984646,26.018019,RO31699,Prahova,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0177A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0177A,RO0177A,"PH-3",SPO-RO0177A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,48.77,Verified,Background,Suburban,44.984646,26.018019,RO31699,Prahova,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0177A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0177A,RO0177A,"PH-3",SPO-RO0177A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,51.18,Verified,Background,Suburban,44.984646,26.018019,RO31699,Prahova,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0177A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0177A,RO0177A,"PH-3",SPO-RO0177A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,51.18,Verified,Background,Suburban,44.984646,26.018019,RO31699,Prahova,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0178A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0178A,RO0178A,"PH-4",SPO-RO0178A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,77.6,Verified,Industrial,Suburban,44.850227,26.025917,RO31699,Prahova,Non-agglomeration
2014#Romania.C6H6.P1Y.LV.SPO-RO0178A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0178A,RO0178A,"PH-4",SPO-RO0178A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,1.47,5,ug.m-3,84.66,Verified,Industrial,Suburban,44.850227,26.025917,RO31699,Prahova,Non-agglomeration
2014#Romania.C6H6.P1Y.MO.SPO-RO0178A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0178A,RO0178A,"PH-4",SPO-RO0178A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,C6H6,1.47,,ug.m-3,84.66,Verified,Industrial,Suburban,44.850227,26.025917,RO31699,Prahova,Non-agglomeration
2014#Romania.SO2.P1Y-daysAbove125.LV.SPO-RO0180A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0180A,RO0180A,"PH-6",SPO-RO0180A_00001_100,YES,1 year day exceed 125,Days in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,3,count,79.73,Verified,Industrial,Urban,44.943607,26.048607,RO31601,Ploiesti,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LVmaxMOT.SPO-RO0180A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0180A,RO0180A,"PH-6",SPO-RO0180A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,83.04,Verified,Industrial,Urban,44.943607,26.048607,RO31601,Ploiesti,Agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0180A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0180A,RO0180A,"PH-6",SPO-RO0180A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,42.09,30,ugNO2.m-3,83.04,Verified,Industrial,Urban,44.943607,26.048607,,,
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0182A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO049A,"Satu Mare_RNMCA",STA-RO0182A,RO0182A,"SM-1",SPO-RO0182A_00005_100,NO,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,21,50,count,88.22,Verified,Background,Urban,47.799683,22.877022,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0184A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0184A,RO0184A,"SB-1",SPO-RO0184A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,89.91,Verified,Background,Urban,45.785114,24.153469,RO12699,Sibiu,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0185A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0185A,RO0185A,"SB-2",SPO-RO0185A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,6.79,20,ug.m-3,90.3,Verified,Industrial,Urban,45.797497,24.184441,RO12699,Sibiu,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0186A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0186A,RO0186A,"SB-3",SPO-RO0186A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,60.86,Verified,Industrial,Urban,46.113052,24.229443,RO12699,Sibiu,Non-agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0188A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,27.24,40,ug.m-3,88.22,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0188A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,30.41,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0193A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0193A,RO0193A,"TM-1",SPO-RO0193A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,25.78,,ug.m-3,83.84,Verified,Traffic,Urban,45.728092,21.355139,RO42401,Timisoara,Agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0194A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_00001_100,NO,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,79.33,Verified,Background,Urban,45.755493,21.227453,,,
2014#Romania.PM2.5.P1Y.TV.SPO-RO0194A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,PM2.5,9.94,25,ug.m-3,75.07,Verified,Background,Urban,45.755493,21.227453,RO42401,Timisoara,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0195A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,76.6,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0195A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,75.62,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0196A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,71.07,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0196A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,26.01,,ug.m-3,89.51,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0196A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,79.45,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0197A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,15.08,20,ug.m-3,96.58,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0197A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,34.39,,ug.m-3,70.96,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove200.LV.SPO-RO0197A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00008_100,YES,1 year hour exceed 200,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,96.21,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
